category,faam_property,type,value,base_url,label
metadata,label,string,Jakob Grün,,
metadata,description,string,Hungarian violinist and music educator (1837-1916),,
metadata,aliases,string,Jakob Moritz Grün,,
metadata,qid,externalid,Q1679073,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,0,,
statements,VIAF ID,externalid,37678937,https://viaf.org/viaf/,
statements,IMSLP ID,externalid,"Category:Grün,_Jakob_Moritz",https://imslp.org/wiki/,
statements,instance of,item,aJeJBesD,,human
statements,sex or gender,item,ku2dT5kg,,male
statements,instrument,item,G8tgNnWV,,violin
statements,employer,item,DRRhn6P7,,University of Music and Performing Arts Vienna
