category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Chanson Persane,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15996308,,,
metadata,FAAM manifestation ID,id,KCA-030903591359,,,
metadata,call number,string,NN-ZL-GILSO-chanson-1,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,handwritten annotation,item,gb6MiJbD,,ink stamp,
statements,handwritten annotation,item,UMravioT,,alternative lyrics,
statements,handwritten annotation,item,AB4X4hGP,,translation,
statements,handwritten annotation,item,TLaaNgbw,,chronometry,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,8eHc2EdM,,song,
statements,keyword,item,8rovk6Ag,,exoticism,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,instrumentation,item,TicDHwYM,,soprano,
statements,instrumentation,item,4YzWbco5,,tenor,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,n3iBdnNB,,Paul Gilson,YvQmwaaW||
