category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Circé. Hymne a Pallas,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005471,,,
metadata,FAAM manifestation ID,id,ORP-20143700p22,,,
metadata,call number,string,KTS1 H.11.map.006,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,note,html,"L'Illustration, N. 3142
L'Illustration, N. 3142",,,
statements,provenance,item,U7DY6oXy,,Orpheus Institute,
statements,keyword,item,Gx3B7DJH,,early music,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,YdiyVjfd,,Raoul Émile Blondel,YvQmwaaW||
statements,agent,statement,9JZUardt,,L'Illustration,7tdgMgre|dtkJhYLf|
statements,agent,statement,9JZUardt,,L'Illustration,7tdgMgre|dtkJhYLf|16-05-1903
