category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"En revenant de la revue. Marche, Polka",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005392,,,
metadata,FAAM manifestation ID,id,ORP-20143702p10,,,
metadata,call number,string,KTS1 H.11.map.004,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,note,html,Resource available on IMSLP: https://imslp.org/wiki/En_revenant_de_la_revue_(Desormes%2C_Louis_C%C3%A9sar),,,
statements,provenance,item,U7DY6oXy,,Orpheus Institute,
statements,keyword,item,Qw4zjHnS,,dance music,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,bZGZXYMA,,Louis-César Desormes,YvQmwaaW||
