category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Fantaisie : pour Piano & Flûte obligée : Sur la Romance de Charles de France dite Les Chevaliers de la Fidélité : Op: 78,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992747,,,
metadata,FAAM manifestation ID,id,KCG-000334248,,,
metadata,call number,string,DS4645,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,93GDD9ND,,ornament,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,editorial annotation,item,D6RjeTWv,,musical expression,
statements,editorial annotation,item,hJoKsjEm,,variation,
statements,provenance,item,7jH33jwQ,,Library Royal Conservatoire Ghent,
statements,keyword,item,UM7y2NCo,,chamber music,
statements,keyword,item,mGvrzsgB,,salon music,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,keyword,item,YjEwcJzP,,duet,
statements,instrumentation,item,AdNoqEfD,,flute,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,kKwqeSnh,,Charles de France ou Amour et gloire,
statements,agent,statement,jtE66RbA,,N. Simrock,7tdgMgre|G8KijfkK|
statements,agent,statement,DE4nnG5T,,François Adrien Boieldieu,YvQmwaaW|dtkJhYLf|18-06-1816
statements,agent,statement,QwSKSFky,,Ferdinand Hérold,YvQmwaaW|dtkJhYLf|18-06-1816
statements,agent,statement,kCr22AfX,,Benoît Tranquille Berbiguier,YvQmwaaW||
