category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Pastorale et Capriccio,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992669,,,
metadata,FAAM manifestation ID,id,KCA-TP41032,,,
metadata,call number,string,TP41032,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,eNyFmkHC,,fingering,
statements,editorial annotation,item,6fQyHcwz,,accent,
statements,editorial annotation,item,UJ57Ew5y,,musical phrasing,
statements,editorial annotation,item,7XBG3iZJ,,legato,
statements,editorial annotation,item,48ukXYmB,,articulation,
statements,editorial annotation,item,93GDD9ND,,ornament,
statements,editorial annotation,item,b3QcSGeL,,leggiero,
statements,editorial annotation,item,m9rNaSAR,,rallentando,
statements,editorial annotation,item,kxAqh9HR,,tempo primo,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,Gx3B7DJH,,early music,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,keyword,item,FDSkv45i,,piano sonata,
statements,keyword,item,RtkoMT89,,sonata,
statements,keyword,item,PPhziStg,,capriccio,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,e7jMwfQy,,"Keyboard Sonata in E major, K.20",
statements,musical work,item,JHg9MPVu,,"Keyboard Sonata in D minor, K.9",
statements,agent,statement,PXYCpRXf,,Domenico Scarlatti,YvQmwaaW||
statements,agent,statement,8Qa3rC7h,,Éditions Durand,7tdgMgre|dtkJhYLf|
statements,agent,statement,jieDZf2J,,Carl Tausig,6UPEJgTQ||
