category,faam_property,type,value,base_url,label
metadata,label,string,Nicola Matteis,,
metadata,description,string,Italian composer,,
metadata,aliases,string,Nicola Matteis,,
metadata,qid,externalid,Q952236,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,15995861,,
statements,VIAF ID,externalid,101096342,https://viaf.org/viaf/,
statements,IMSLP ID,externalid,"Category:Matteis,_Nicola",https://imslp.org/wiki/,
statements,date of birth,date,1650,,
statements,date of death,date,1713-01-01,,
statements,instance of,item,aJeJBesD,,human
statements,occupation,item,5aTYuVxp,,composer
statements,occupation,item,9CVVGZdo,,violinist
statements,sex or gender,item,ku2dT5kg,,male
statements,nationality,item,ZxQvWKbx,,Kingdom of Naples
statements,nationality,item,2dtMESSn,,Kingdom of Great Britain
statements,place of birth,item,mSVELu4H,,Napoli
statements,place of death,item,96rVh94r,,London
statements,instrument,item,G8tgNnWV,,violin
statements,instrument,item,QE66HesX,,guitar
