category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Sonate N. 60 (Bourrée dite d'Aranjuez.),,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992673,,,
metadata,FAAM manifestation ID,id,KCA-TP69445,,,
metadata,call number,string,TP69445,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,eNyFmkHC,,fingering,
statements,editorial annotation,item,UJ57Ew5y,,musical phrasing,
statements,editorial annotation,item,6fQyHcwz,,accent,
statements,editorial annotation,item,nTx2RkTQ,,trill,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,editorial annotation,item,eSzqVmee,,crescendo,
statements,editorial annotation,item,SRaiiKJr,,decrescendo,
statements,editorial annotation,item,7XBG3iZJ,,legato,
statements,editorial annotation,item,LBfWd2va,,espressivo,
statements,editorial annotation,item,HKyA3Qzz,,dynamic,
statements,editorial annotation,item,7WfWytMV,,ritenuto,
statements,editorial annotation,item,93GDD9ND,,ornament,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,musical work,item,KmgJHDdU,,"Keyboard Sonata in B minor, K.377",
statements,agent,statement,PXYCpRXf,,Domenico Scarlatti,YvQmwaaW||1754
statements,agent,statement,agWvDDr6,,Vincent d'Indy,6UPEJgTQ||
statements,agent,statement,MpcFo7ct,,Maurice Senart,7tdgMgre|dtkJhYLf|
