category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"Old English composers for the virginals & harpsichord : a collection of preludes, galliards, pavanes, grounds, chaconnes, suites, overtures, sonatas, etc. selected from the works of / William Byrde, John Bull, Orlando Gibbons, John Blow, Henry Purcell and Thomas Augustine Arne ; revised & edited by E. Pauer ; with biographical notices by W. A. Barrett.",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005049,,,
metadata,FAAM manifestation ID,id,SML-18937,,,
metadata,call number,string,M21 .O3996,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,EqtAuzbH,,metronome mark,
statements,editorial annotation,item,nTx2RkTQ,,trill,
statements,editorial annotation,item,eSzqVmee,,crescendo,
statements,editorial annotation,item,SRaiiKJr,,decrescendo,
statements,editorial annotation,item,DEL3dtgx,,sforzando,
statements,editorial annotation,item,HKyA3Qzz,,dynamic,
statements,editorial annotation,item,7WfWytMV,,ritenuto,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,editorial annotation,item,2qoBxv5j,,performance practice,
statements,provenance,item,SzVumnmW,,Sibley Music Library,
statements,related item,item,HrioxeJc,,"Popular pieces : from the works of old French composers / selected, arranged for the pianoforte and revised by E. Pauer.",
statements,keyword,item,WiBZjkbR,,arrangement,
statements,keyword,item,Gx3B7DJH,,early music,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,7aDqcqbB,,Ernst Pauer,6UPEJgTQ||
statements,agent,statement,7xXPQtWA,,Augener & Co.,7tdgMgre|96rVh94r|1879
statements,agent,statement,hbk7HPJh,,Thomas Arne,YvQmwaaW||
statements,agent,statement,MUYzJ4yk,,Henry Purcell,YvQmwaaW||
statements,agent,statement,WEgPqx5q,,John Blow,YvQmwaaW||
statements,agent,statement,5dnsPezu,,Orlando Gibbons,YvQmwaaW||
statements,agent,statement,bQY8ZNZS,,John Bull,YvQmwaaW||
statements,agent,statement,7caZ55Y9,,William Byrd,YvQmwaaW||
