category,faam_property,type,value,base_url,label
metadata,label,string,Alexandre Dubuque,,
metadata,description,string,"Russian composer, piano teacher (1812–1898)",,
metadata,aliases,string,Aleksandr Ivanovich Diubiuk,,
metadata,aliases,string,Alexander Ivanovich Dubuque,,
metadata,aliases,string,Alexandre Ivanovich Dubuque,,
metadata,qid,externalid,Q968109,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,0,,
statements,VIAF ID,externalid,117846179,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30105036,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Dubuque,_Alexandre",https://imslp.org/wiki/,
statements,instance of,item,aJeJBesD,,human
statements,sex or gender,item,ku2dT5kg,,male
statements,instrument,item,PyGNLcfw,,piano
statements,employer,item,GjurMHUq,,Moscow Conservatory
