category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"Le Clavecin bien tempéré ou Préludes et fugues, 1ère partie. Dans tous les tons et demi-tons sur les modes majeurs et mineurs",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992795,,,
metadata,FAAM manifestation ID,id,ORP-20140416,,,
metadata,call number,string,KTS1 C3.03 01A41,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,EqtAuzbH,,metronome mark,
statements,editorial annotation,item,eNyFmkHC,,fingering,
statements,editorial annotation,item,HKyA3Qzz,,dynamic,
statements,editorial annotation,item,7XBG3iZJ,,legato,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,editorial annotation,item,eSzqVmee,,crescendo,
statements,editorial annotation,item,j3tnVzW5,,diminuendo,
statements,editorial annotation,item,2qoBxv5j,,performance practice,
statements,editorial annotation,item,m9rNaSAR,,rallentando,
statements,editorial annotation,item,eJhxFoas,,marcato,
statements,editorial annotation,item,7WfWytMV,,ritenuto,
statements,editorial annotation,item,HHYqWvTC,,comparative study,
statements,handwritten annotation,item,eNyFmkHC,,fingering,
statements,provenance,item,U7DY6oXy,,Orpheus Institute,
statements,keyword,item,QHAoKPG8,,solo,
statements,keyword,item,T9uNf9Ax,,prelude,
statements,keyword,item,YLBjfZTJ,,fugue,
statements,keyword,item,Gx3B7DJH,,early music,
statements,instrumentation,item,L9szjsBt,,keyboard instrument,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,dwdaRArz,,The Well-Tempered Clavier,
statements,agent,statement,jm4QpjVW,,Carl Czerny,6UPEJgTQ||
statements,agent,statement,GecAsFfL,,Johann Sebastian Bach,YvQmwaaW||
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN||
statements,agent,statement,mkSw8Mik,,Correspondance musicale,7tdgMgre|GEHEKxzR|1830
