category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Si vous n'avez rien a me dire. Chanson,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005488,,,
metadata,FAAM manifestation ID,id,ORP-20143700p39,,,
metadata,call number,string,KTS1 H.11.map.006,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,note,html,"L'Illustration, N. 3162
L'Illustration, N. 3162",,,
statements,provenance,item,U7DY6oXy,,Orpheus Institute,
statements,keyword,item,8eHc2EdM,,song,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,agent,statement,gEt6mois,,Eugène Anthiome,YvQmwaaW||
statements,agent,statement,9JZUardt,,L'Illustration,7tdgMgre|dtkJhYLf|
statements,agent,statement,9JZUardt,,L'Illustration,7tdgMgre|dtkJhYLf|03-10-1903
