category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Concert aria : kerstnacht = Air de concert : nuit de Noël,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992310,,,
metadata,FAAM manifestation ID,id,KCA-030902518999,,,
metadata,call number,string,MM-MS-WAMBA-kerstna-1,,,
metadata,score format,item,guXbuHaq,,Parts,
metadata,score complexity,item,KxvTqqX5,,Manuscript sketch,
statements,handwritten annotation,item,UMravioT,,alternative lyrics,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,QsjMFntL,,Christmas music,
statements,keyword,item,Rac3trHJ,,Concert aria,
statements,instrumentation,item,WAgLcNUe,,mezzo-soprano,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,agent,statement,AedSA8fV,,Émile Wambach,YvQmwaaW||1906
