category,faam_property,type,value,base_url,label
metadata,label,string,Ludwig Plattner,,
metadata,description,string,Dutch music publisher of German origins,,
metadata,aliases,string,Ludwig Plattner,,
metadata,qid,externalid,Q72938078,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16002552,,
statements,VIAF ID,externalid,52488745,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30034118,https://rism.online/,
statements,date of birth,date,1767-01-01,,
statements,date of death,date,1842-01-01,,
statements,instance of,item,aJeJBesD,,human
statements,instance of,item,HmGw8E8i,,music publishing company
statements,role,item,7tdgMgre,,publisher
statements,related to,item,WiBZjkbR,,arrangement
statements,related to,item,mGvrzsgB,,salon music
statements,occupation,item,MwhmFC4w,,music publisher
statements,sex or gender,item,ku2dT5kg,,male
statements,nationality,item,CTNhzr7a,,Germany
statements,nationality,item,UjV2U7Sh,,Kingdom of the Netherlands
