category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Le chef d'armée = Il condotierro,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992277,,,
metadata,FAAM manifestation ID,id,KCA-030902642195,,,
metadata,call number,string,MM-LEPP-MOESS-chefdar-1,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,handwritten annotation,item,AB4X4hGP,,translation,
statements,handwritten annotation,item,HKyA3Qzz,,dynamic,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,nhyHiCdi,,song cycle,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,KLwzvJCC,,Songs and Dances of Death,
statements,agent,statement,eqc4UJfy,,Modest Petrovich Mussorgsky,YvQmwaaW||
statements,agent,statement,DDH7fEFM,,Anonymous,eBGrzZAP||
statements,agent,statement,KLcqFTj4,,Vasily Bessel,7tdgMgre|dtkJhYLf|
statements,agent,statement,DyTsrwPC,,Nikolai Rimsky-Korsakov,YvQmwaaW||
