category,faam_property,type,value,base_url,label
metadata,label,string,Ennio Porrino,,
metadata,description,string,Italian composer (1910–1959),,
metadata,aliases,string,Ennio Porrino,,
metadata,qid,externalid,Q3725498,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16004183,,
statements,VIAF ID,externalid,3040149068615765730001,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/40220104,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Porrino,_Ennio",https://imslp.org/wiki/,
statements,date of birth,date,1910-01-20,,
statements,date of death,date,1959-09-25,,
statements,instance of,item,aJeJBesD,,human
statements,role,item,6UPEJgTQ,,editor
statements,related to,item,gdZjhzFU,,guitar music
statements,occupation,item,5aTYuVxp,,composer
statements,occupation,item,TDF2knmi,,conductor
statements,sex or gender,item,ku2dT5kg,,male
statements,nationality,item,fj46nffV,,Italy
statements,nationality,item,Fkfrx6rD,,Kingdom of Italy
statements,place of birth,item,3hWfto8B,,
statements,place of death,item,D7zj8y2m,,
statements,educated at,item,LL5spm52,,Accademia Nazionale di Santa Cecilia
