category,faam_property,type,value,base_url,label
metadata,label,string,Georg Hellmesberger,,
metadata,description,string,"Austrian violinist, conductor and composer (1800–1873)",,
metadata,aliases,string,Georg Helmesberger,,
metadata,qid,externalid,Q78808,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,0,,
statements,VIAF ID,externalid,69366439,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/69372,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Hellmesberger_Sr.,_Georg",https://imslp.org/wiki/,
statements,instance of,item,aJeJBesD,,human
statements,sex or gender,item,ku2dT5kg,,male
statements,instrument,item,G8tgNnWV,,violin
statements,employer,item,DRRhn6P7,,University of Music and Performing Arts Vienna
