category,faam_property,type,value,base_url,label
metadata,label,string,Giovanni Battista Casali,,
metadata,description,string,Italian composer,,
metadata,aliases,string,Giovanni Battista Casali,,
metadata,qid,externalid,Q1525836,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16005093,,
statements,VIAF ID,externalid,24792901,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30000607,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Casali,_Giovanni_Battista",https://imslp.org/wiki/,
statements,IMSLP ID,externalid,"Category:Category:Casali,_Giovanni_Battista",https://imslp.org/wiki/,
statements,date of birth,date,1715-01-01,,
statements,date of death,date,1792-07-06,,
statements,instance of,item,aJeJBesD,,human
statements,role,item,YvQmwaaW,,composer
statements,related to,item,ZMpsLcpT,,Cecilian Movement
statements,related to,item,Gx3B7DJH,,early music
statements,occupation,item,5aTYuVxp,,composer
statements,sex or gender,item,ku2dT5kg,,male
statements,place of birth,item,D7zj8y2m,,
statements,place of death,item,D7zj8y2m,,
