category,faam_property,type,value,base_url,label
metadata,label,string,Julius Rietz,,
metadata,description,string,German musician (1812–1877),,
metadata,aliases,string,August Wilhelm Julius Rietz,,
metadata,qid,externalid,Q63745,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,0,,
statements,VIAF ID,externalid,66626698,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/55090,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Rietz,_Julius",https://imslp.org/wiki/,
statements,instance of,item,aJeJBesD,,human
statements,sex or gender,item,ku2dT5kg,,male
statements,instrument,item,2nFJpnZ8,,cello
statements,employer,item,PBdH8TpS,,University of Music and Theatre Leipzig
