category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Audi Filia. Motet à 4 voix mixtes pour la fête d'une vierge.,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005688,,,
metadata,FAAM manifestation ID,id,DPF-202502037,,,
metadata,call number,string,ms-1897-01,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,note,html,"Supplément à la Musica Sacra, 1897-1898 No. 1.",,,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,editorial annotation,item,aAsRZoVk,,breath mark,
statements,editorial annotation,item,eSzqVmee,,crescendo,
statements,editorial annotation,item,SRaiiKJr,,decrescendo,
statements,editorial annotation,item,HKyA3Qzz,,dynamic,
statements,editorial annotation,item,9tkKrhbM,,dolce,
statements,editorial annotation,item,Cbxx8HUs,,cantabile,
statements,editorial annotation,item,LBfWd2va,,espressivo,
statements,editorial annotation,item,7XBG3iZJ,,legato,
statements,editorial annotation,item,j3tnVzW5,,diminuendo,
statements,handwritten annotation,item,gb6MiJbD,,ink stamp,
statements,provenance,item,HkU9txzL,,Donation Private Fonds,
statements,keyword,item,Rn2iLGJr,,period composition,
statements,keyword,item,ZMpsLcpT,,Cecilian Movement,
statements,keyword,item,BdJHjaCE,,liturgical music,
statements,keyword,item,ik3NwdWW,,motet,
statements,instrumentation,item,nJY8Xxwz,,choir,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,instrumentation,item,8cygiHEB,,organ,
statements,agent,statement,kviYEkoM,,Joseph Ryelandt,YvQmwaaW||
statements,agent,statement,CGy68nTi,,Éditions Desclée de Brouwer,7tdgMgre|QRuTEdwa|1897
statements,agent,statement,73rx6srk,,Florian Heyerick,9QaFAsRL||
statements,agent,statement,X3yMqYb6,,Musica Sacra: tijdschrift voor kerkzang en gewijde muziek,7tdgMgre|QRuTEdwa|
