category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Tanzkranz. 16 leichte Tänze. N. 1-16 in Band 1,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005443,,,
metadata,FAAM manifestation ID,id,ORP-20143701p10,,,
metadata,call number,string,KTS1 H.11.map.005,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,provenance,item,U7DY6oXy,,Orpheus Institute,
statements,keyword,item,Qw4zjHnS,,dance music,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,instrumentation,item,G8tgNnWV,,violin,
statements,agent,statement,QWxa5xeX,,Carl Aal,YvQmwaaW||
