category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Philippi de Monte. VIII Magnificat,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15996315,,,
metadata,FAAM manifestation ID,id,KCG-39.OP.OMdeMonte23,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,RISM ID,externalid,sources/1001153195,https://rism.online/,,
statements,editorial annotation,item,HKyA3Qzz,,dynamic,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,editorial annotation,item,aAsRZoVk,,breath mark,
statements,editorial annotation,item,j3tnVzW5,,diminuendo,
statements,editorial annotation,item,eSzqVmee,,crescendo,
statements,editorial annotation,item,7WfWytMV,,ritenuto,
statements,editorial annotation,item,8N6k5W5i,,accidental,
statements,editorial annotation,item,MR3kLpuM,,bar number,
statements,editorial annotation,item,7XBG3iZJ,,legato,
statements,editorial annotation,item,eJhxFoas,,marcato,
statements,editorial annotation,item,6fQyHcwz,,accent,
statements,editorial annotation,item,HHYqWvTC,,comparative study,
statements,editorial annotation,item,kxUWNwiu,,comparison,
statements,editorial annotation,item,Egi8dQkt,,citation,
statements,handwritten annotation,item,gaLrAUbu,,deletion,
statements,handwritten annotation,item,hChNthvw,,date,
statements,provenance,item,7jH33jwQ,,Library Royal Conservatoire Ghent,
statements,keyword,item,Gx3B7DJH,,early music,
statements,keyword,item,ZMpsLcpT,,Cecilian Movement,
statements,instrumentation,item,nJY8Xxwz,,choir,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,agent,statement,9z8RdMRP,,Jules Van Nuffel,6UPEJgTQ||1930
statements,agent,statement,CGy68nTi,,Éditions Desclée de Brouwer,7tdgMgre||1930
statements,agent,statement,GDpGVns7,,Philippe de Monte,YvQmwaaW||
