category,faam_property,type,value,base_url,label
metadata,label,string,Frédéric Wachs,,
metadata,description,string,French composer,,
metadata,aliases,string,Frédéric Wachs,,
metadata,qid,externalid,Q55837128,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16005265,,
statements,VIAF ID,externalid,39643444,https://viaf.org/viaf/,
statements,IMSLP ID,externalid,"Wachs,_Frédéric",https://imslp.org/wiki/,
statements,date of birth,date,1824-11-16,,
statements,date of death,date,1896-02-15,,
statements,instance of,item,aJeJBesD,,human
statements,occupation,item,5aTYuVxp,,composer
statements,sex or gender,item,ku2dT5kg,,male
statements,nationality,item,BJqUa5Kf,,France
statements,place of birth,item,dtkJhYLf,,Paris
statements,place of death,item,dtkJhYLf,,Paris
