category,faam_property,type,value,base_url,label
metadata,label,string,Gustave Flaxland,,
metadata,description,string,French composer and editor,,
metadata,aliases,string,Gustave Flaxland,,
metadata,qid,externalid,Q22666009,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16004005,,
statements,VIAF ID,externalid,107603724,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/41000516,https://rism.online/,
statements,date of birth,date,1821-01-26,,
statements,date of death,date,1895-11-11,,
statements,instance of,item,aJeJBesD,,human
statements,role,item,6UPEJgTQ,,editor
statements,related to,item,Gx3B7DJH,,early music
statements,related to,item,NkfcVjHM,,music education
statements,occupation,item,Xz53gcgf,,music editor
statements,occupation,item,5aTYuVxp,,composer
statements,sex or gender,item,ku2dT5kg,,male
statements,nationality,item,BJqUa5Kf,,France
statements,place of birth,item,BHHwjkB4,,
statements,place of death,item,dtkJhYLf,,Paris
statements,instrument,item,PyGNLcfw,,piano
