category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Concerto in a : voor piano enOrchestra : Opus 85,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992636,,,
metadata,FAAM manifestation ID,id,KCG-000350241,,,
metadata,call number,string,II9369,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,handwritten annotation,item,2qoBxv5j,,performance practice,
statements,handwritten annotation,item,GpNEm7nw,,engage pedal,
statements,handwritten annotation,item,LQE77nqs,,release pedal,
statements,provenance,item,7jH33jwQ,,Library Royal Conservatoire Ghent,
statements,keyword,item,X8NxipyB,,concerto,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,RGtc8wVZ,,"Piano Concerto No.2, Op.85",
statements,agent,statement,5MMa69Kf,,Johann Nepomuk Hummel,YvQmwaaW||
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN|AYShtw7v|
statements,agent,statement,hefuk8wG,,Adolf Ruthardt,6UPEJgTQ||
statements,agent,statement,KW3RZcDp,,Royal Conservatory of Ghent,9QaFAsRL|AYShtw7v|28-11-1841
