category,faam_property,type,value,base_url,label
metadata,label,string,Missa super cantu Romano,,
metadata,description,string,,,
metadata,aliases,string,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16005088,,
statements,IMSLP ID,externalid,"Missa super cantu Romano (Heredia, Pedro de)",https://imslp.org/wiki/,
statements,form of creative work,item,kNneakGU,,mass
statements,form of creative work,item,BdJHjaCE,,liturgical music
statements,creator,item,iB5gXbgh,,Pietro Heredia
statements,adapted by,item,Y37RQzq9,,Stephan Lück
