category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Short festival Te Deum : for chorus and orchestra,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992273,,,
metadata,FAAM manifestation ID,id,KCA-030904711568,,,
metadata,call number,string,MM-KM-HOLST-shortfe-1,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,handwritten annotation,item,hChNthvw,,date,
statements,handwritten annotation,item,2qoBxv5j,,performance practice,
statements,handwritten annotation,item,TLaaNgbw,,chronometry,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,4tQBaATq,,symphonic music,
statements,keyword,item,YVdQHjKd,,choral music,
statements,instrumentation,item,fTDkNCW3,,orchestra,
statements,instrumentation,item,nJY8Xxwz,,choir,
statements,musical work,item,PR5nAnkz,,Short Festival Te Deum,
statements,agent,statement,DDH7fEFM,,Anonymous,AcFWzeQH||
statements,agent,statement,VMT5R4Gp,,Stainer & Bell,7tdgMgre|96rVh94r|1920
statements,agent,statement,KpakAMdR,,Gustav Holst,YvQmwaaW||
