category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Psaume 18,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992638,,,
metadata,FAAM manifestation ID,id,KCG-000355794,,,
metadata,call number,string,II703,,,
metadata,score format,item,guXbuHaq,,Parts,
metadata,score complexity,item,cmQGFaLi,,Lithographic quality,
statements,note,html,"Series of signatures, probably of students: Rappe, De Porre, Corijn...",,,
statements,handwritten annotation,item,8N6k5W5i,,accidental,
statements,handwritten annotation,item,m9rNaSAR,,rallentando,
statements,handwritten annotation,item,gaLrAUbu,,deletion,
statements,handwritten annotation,item,DawBtzdU,,solmization,
statements,handwritten annotation,item,7qCCArxX,,signature,
statements,provenance,item,7jH33jwQ,,Library Royal Conservatoire Ghent,
statements,keyword,item,RV2os4Ug,,psalm,
statements,keyword,item,ik3NwdWW,,motet,
statements,instrumentation,item,fTDkNCW3,,orchestra,
statements,musical work,item,5xqtFbkb,,"I cieli immensi narrano, S. 618",
statements,agent,statement,SnTwYr4w,,Benedetto Marcello,YvQmwaaW||
statements,agent,statement,DDH7fEFM,,Anonymous,AcFWzeQH|AYShtw7v|
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN|AYShtw7v|
statements,agent,statement,KW3RZcDp,,Royal Conservatory of Ghent,9QaFAsRL|AYShtw7v|13-08-1871
