category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Eljen Czardas,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005390,,,
metadata,FAAM manifestation ID,id,ORP-20143702p8,,,
metadata,call number,string,KTS1 H.11.map.004,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,note,html,Resource available on IMSLP: https://imslp.org/wiki/Eljen-Csardas_(Michiels%2C_Gustave),,,
statements,provenance,item,U7DY6oXy,,Orpheus Institute,
statements,keyword,item,Qw4zjHnS,,dance music,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,H7VpWypq,,Gustave Michiels,YvQmwaaW||
