category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,32me Potpourri : pour Piano et Flûte ou Violon : sur des motifs de l'Opéra Gustave ou le bal masqué : Oeuv: 259.,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16002345,,,
metadata,FAAM manifestation ID,id,KCG-000352632,,,
metadata,call number,string,A1461BIS(25) A1461BIS(9),,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,handwritten annotation,item,mhohuJYG,,cut,
statements,provenance,item,7jH33jwQ,,Library Royal Conservatoire Ghent,
statements,keyword,item,eyBy9fJP,,potpourri,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,keyword,item,7AXGCpck,,opera,
statements,keyword,item,mGvrzsgB,,salon music,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,instrumentation,item,AdNoqEfD,,flute,
statements,instrumentation,item,G8tgNnWV,,violin,
statements,musical work,item,6UEXnNtj,,Gustave III ou Le bal masqué,
statements,agent,statement,X8CowJzi,,Schott Music,7tdgMgre||
statements,agent,statement,JR6gFKtX,,Joseph Küffner,YvQmwaaW||
statements,agent,statement,Q9hzqiq3,,Daniel François Esprit Auber,YvQmwaaW||
