category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,24 Trio's : voor 3 French Horns : Opus 82.,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992645,,,
metadata,FAAM manifestation ID,id,KCG-000363791,,,
metadata,call number,string,II403,,,
metadata,score format,item,guXbuHaq,,Parts,
metadata,score complexity,item,KxvTqqX5,,Manuscript sketch,
statements,handwritten annotation,item,gb6MiJbD,,ink stamp,
statements,provenance,item,7jH33jwQ,,Library Royal Conservatoire Ghent,
statements,related item,item,jWznwcYU,,Martin-Joseph Mengal,
statements,related item,item,bGMtDGZC,,Jean Auguste Blangy,
statements,related item,item,9sgtLnWS,,Louis-François Dauprat,
statements,keyword,item,Mr4ByBuL,,wind music,
statements,instrumentation,item,SRXTUjuW,,horn,
statements,musical work,item,UmVZ55Gc,,"24 Horn Trios, Op.82",
statements,agent,statement,SgJFWhdM,,Anton Reicha,YvQmwaaW||
statements,agent,statement,KW3RZcDp,,Royal Conservatory of Ghent,9QaFAsRL|AYShtw7v|
