category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Le Retour de la Fauvette,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005361,,,
metadata,FAAM manifestation ID,id,ORP-20143703p2,,,
metadata,call number,string,KTS1 H.11.map.003,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,handwritten annotation,item,PprjdkHE,,vertical break,
statements,handwritten annotation,item,eNyFmkHC,,fingering,
statements,provenance,item,U7DY6oXy,,Orpheus Institute,
statements,related item,item,dVN3Fd8Q,,Le Départ de la Fauvette,
statements,keyword,item,Qw4zjHnS,,dance music,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,NF3AmABy,,Jacques De Broeck,YvQmwaaW||
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN||
statements,agent,statement,VHEan89z,,Jean Baptiste Katto,7tdgMgre|4g8XzGFP|
