category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Die Kunst der Fuge = The art of fugue = L' art de la fugue,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992666,,,
metadata,FAAM manifestation ID,id,KCA-030901352994,,,
metadata,call number,string,UM-TP-BACH-kunstde-1,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,note,html,Extract of pages with handwritten annotations.,,,
statements,editorial annotation,item,j3tnVzW5,,diminuendo,
statements,editorial annotation,item,eSzqVmee,,crescendo,
statements,editorial annotation,item,6fQyHcwz,,accent,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,editorial annotation,item,7XBG3iZJ,,legato,
statements,editorial annotation,item,m9rNaSAR,,rallentando,
statements,handwritten annotation,item,cbi3YyeP,,phrase analysis,
statements,handwritten annotation,item,4Vi2FEPi,,Roman numeral analysis,
statements,handwritten annotation,item,NRsZG792,,bounding,
statements,handwritten annotation,item,Jx8FMpyt,,brackets,
statements,handwritten annotation,item,GpNEm7nw,,engage pedal,
statements,handwritten annotation,item,LQE77nqs,,release pedal,
statements,handwritten annotation,item,aAsRZoVk,,breath mark,
statements,handwritten annotation,item,eNyFmkHC,,fingering,
statements,handwritten annotation,item,gb6MiJbD,,ink stamp,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,YLBjfZTJ,,fugue,
statements,keyword,item,Gx3B7DJH,,early music,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,instrumentation,item,L9szjsBt,,keyboard instrument,
statements,musical work,item,iCcNcTob,,Die Kunst der Fuge,
statements,agent,statement,GecAsFfL,,Johann Sebastian Bach,YvQmwaaW||
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN|bSzLPudk|
statements,agent,statement,QE9UrJXo,,Edition Peters,7tdgMgre|4GU7NjmQ|
statements,agent,statement,jm4QpjVW,,Carl Czerny,6UPEJgTQ||
