category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Die hohe Schule des Violinspiels: Werke berühmter Meister d. 17. u. 18. Jh.,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005035,,,
metadata,FAAM manifestation ID,id,BSB-991018766109707356,,,
metadata,call number,string,4 Mus.pr. 61209-2,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score format,item,guXbuHaq,,Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,48ukXYmB,,articulation,
statements,editorial annotation,item,eSzqVmee,,crescendo,
statements,editorial annotation,item,SRaiiKJr,,decrescendo,
statements,editorial annotation,item,ieqEGEHo,,messa di voce,
statements,editorial annotation,item,HKyA3Qzz,,dynamic,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,editorial annotation,item,JwqBvu9Z,,fermata,
statements,editorial annotation,item,6fQyHcwz,,accent,
statements,editorial annotation,item,LBfWd2va,,espressivo,
statements,editorial annotation,item,jP8px5zn,,bowing,
statements,editorial annotation,item,eNyFmkHC,,fingering,
statements,handwritten annotation,item,gaLrAUbu,,deletion,
statements,handwritten annotation,item,mhohuJYG,,cut,
statements,handwritten annotation,item,mkCY9LDD,,tempo,
statements,handwritten annotation,item,TUdHPWU8,,alternative melody,
statements,handwritten annotation,item,8N6k5W5i,,accidental,
statements,handwritten annotation,item,48ukXYmB,,articulation,
statements,handwritten annotation,item,eNyFmkHC,,fingering,
statements,provenance,item,KkB2M6Gx,,Bavarian State Library,
statements,keyword,item,Gx3B7DJH,,early music,
statements,keyword,item,Tf6tmSRP,,violin sonata,
statements,keyword,item,4Jjg5FwX,,string music,
statements,keyword,item,RtkoMT89,,sonata,
statements,keyword,item,LmDaVvmF,,reduction,
statements,instrumentation,item,G8tgNnWV,,violin,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,oRpVY5dY,,"Violin Sonata in D minor 'La Folia', Op.5 No.12",
statements,agent,statement,2LiJbewP,,Ferdinand David,6UPEJgTQ||
statements,agent,statement,LQND7DE7,,Breitkopf & Härtel,7tdgMgre|4GU7NjmQ|1867
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN||
statements,agent,statement,QyGsVBr2,,Arcangelo Corelli,YvQmwaaW||
