category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Neuvième Soirée : Composée d'un Choix d'Airs de la Dame Blanche : Arrangés pour Violoncelle et Piano,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992662,,,
metadata,FAAM manifestation ID,id,KCG-000350340,,,
metadata,call number,string,II 1156,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score format,item,guXbuHaq,,Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,handwritten annotation,item,2qoBxv5j,,performance practice,
statements,provenance,item,7jH33jwQ,,Library Royal Conservatoire Ghent,
statements,keyword,item,UM7y2NCo,,chamber music,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,keyword,item,mGvrzsgB,,salon music,
statements,instrumentation,item,2nFJpnZ8,,cello,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,mFwNz8F3,,La dame blanche,
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN||
statements,agent,statement,DE4nnG5T,,François Adrien Boieldieu,YvQmwaaW||
statements,agent,statement,CSTntU4y,,Pierre-Louis Hus-Desforges,YvQmwaaW||
