category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Second concerto : pour le violon avec Accompt. d'Orchestre ou de Piano : Op. 32,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992601,,,
metadata,FAAM manifestation ID,id,KCG-000334463,,,
metadata,call number,string,II-512,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score format,item,guXbuHaq,,Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,eNyFmkHC,,fingering,
statements,editorial annotation,item,jP8px5zn,,bowing,
statements,handwritten annotation,item,mhohuJYG,,cut,
statements,handwritten annotation,item,7XBG3iZJ,,legato,
statements,handwritten annotation,item,eNyFmkHC,,fingering,
statements,handwritten annotation,item,HKyA3Qzz,,dynamic,
statements,handwritten annotation,item,jP8px5zn,,bowing,
statements,handwritten annotation,item,mkCY9LDD,,tempo,
statements,handwritten annotation,item,H9peVKU2,,Rehearsal letter,
statements,handwritten annotation,item,j3tnVzW5,,diminuendo,
statements,handwritten annotation,item,m9rNaSAR,,rallentando,
statements,handwritten annotation,item,SRaiiKJr,,decrescendo,
statements,provenance,item,7jH33jwQ,,Library Royal Conservatoire Ghent,
statements,keyword,item,X8NxipyB,,concerto,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,keyword,item,LmDaVvmF,,reduction,
statements,instrumentation,item,G8tgNnWV,,violin,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,cXSqKR3A,,"Violin Concerto No.2, Op.32",
statements,agent,statement,DDH7fEFM,,Anonymous,AcFWzeQH|AYShtw7v|1843
statements,agent,statement,X8CowJzi,,Schott Music,7tdgMgre|4g8XzGFP|
statements,agent,statement,SfdhwsSz,,Charles Auguste de Bériot,YvQmwaaW||
