category,faam_property,type,value,base_url,label
metadata,label,string,Arthur Honegger,,
metadata,description,string,Swiss composer (1892-1955),,
metadata,aliases,string,Arthur Honneger,,
metadata,aliases,string,Arthur Honegger,,
metadata,qid,externalid,Q123164,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,15996118,,
statements,VIAF ID,externalid,51699915,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/464584,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Honegger,_Arthur",https://imslp.org/wiki/,
statements,date of birth,date,1892-03-10,,
statements,date of death,date,1955-11-27,,
statements,instance of,item,aJeJBesD,,human
statements,occupation,item,aB6ga3Wq,,classical composer
statements,occupation,item,49CMncTw,,musicologist
statements,occupation,item,L7DPWnnr,,music teacher
statements,occupation,item,LB2kuRZu,,
statements,occupation,item,5aTYuVxp,,composer
statements,sex or gender,item,ku2dT5kg,,male
statements,nationality,item,oHTSDFRc,,Switzerland
statements,nationality,item,BJqUa5Kf,,France
statements,place of birth,item,Qp8vq8kQ,,
statements,place of death,item,dtkJhYLf,,Paris
statements,instrument,item,G8tgNnWV,,violin
statements,influenced by,item,BiMpVQUM,,Charles-Marie Widor
statements,influenced by,item,agWvDDr6,,Vincent d'Indy
statements,educated at,item,mNynReve,,Conservatoire de Paris
statements,employer,item,mNynReve,,Conservatoire de Paris
statements,employer,item,QimxbfF6,,École Normale de Musique de Paris Alfred Cortot
