category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,3e Suite,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992365,,,
metadata,FAAM manifestation ID,id,KCA-030902565354,,,
metadata,call number,string,MM-TP-BENOI-conte3-1,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,sections,html,"[h=1]3me Suite[/h]
<ol>
<li> Conte </li>
<li> Ballade </li>
<li> Conte </li>
</ol>",,,
statements,editorial annotation,item,D6RjeTWv,,musical expression,
statements,editorial annotation,item,6fQyHcwz,,accent,
statements,handwritten annotation,item,eNyFmkHC,,fingering,
statements,handwritten annotation,item,eSzqVmee,,crescendo,
statements,handwritten annotation,item,QGRAMUu8,,repeat sign,
statements,handwritten annotation,item,TUdHPWU8,,alternative melody,
statements,handwritten annotation,item,HKyA3Qzz,,dynamic,
statements,handwritten annotation,item,JwqBvu9Z,,fermata,
statements,handwritten annotation,item,EqtAuzbH,,metronome mark,
statements,handwritten annotation,item,aAsRZoVk,,breath mark,
statements,handwritten annotation,item,bTYqbr5b,,pointer,
statements,handwritten annotation,item,2qoBxv5j,,performance practice,
statements,handwritten annotation,item,NRsZG792,,bounding,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,kfpMKnYN,,ballade,
statements,keyword,item,KdGKqPWR,,piano cycle,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,SLsmnpYr,,"Contes et Ballades, Op.34",
statements,agent,statement,Ta5ni5cL,,Peter Benoit,YvQmwaaW||
statements,agent,statement,VHEan89z,,Jean Baptiste Katto,7tdgMgre|4g8XzGFP|
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN||
