category,faam_property,type,value,base_url,label
metadata,label,string,Alfred Lefébure-Wély,,
metadata,description,string,French composer and organist (1817–1869),,
metadata,aliases,string,Louis James Alfred Lefebure-Wely,,
metadata,aliases,string,Lefébure-Wély,,
metadata,aliases,string,Lefebure-Wely,,
metadata,aliases,string,Louis James Alfred Lefébure-Wély,,
metadata,aliases,string,Louis J.A. Lefébure-Wely,,
metadata,aliases,string,Alfred Lefébure-Wély,,
metadata,qid,externalid,Q546919,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16002413,,
statements,VIAF ID,externalid,54332989,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/86734,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Lefébure-Wély,_Louis_James_Alfred",https://imslp.org/wiki/,
statements,date of birth,date,1817-11-13,,
statements,date of death,date,1869-12-31,,
statements,instance of,item,aJeJBesD,,human
statements,occupation,item,5aTYuVxp,,composer
statements,occupation,item,GSNsghRd,,music arranger
statements,occupation,item,ZhptKYF3,,organist
statements,sex or gender,item,ku2dT5kg,,male
statements,nationality,item,BJqUa5Kf,,France
statements,place of birth,item,dtkJhYLf,,Paris
statements,place of death,item,SFiJwAPH,,
statements,instrument,item,8cygiHEB,,organ
statements,influenced by,item,GrmBeLEJ,,
statements,influenced by,item,C2HMXPaX,,François Benoist
statements,educated at,item,mNynReve,,Conservatoire de Paris
