category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,30 pièces classiques : pour trompette en b,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992258,,,
metadata,FAAM manifestation ID,id,KCA-030902707600,,,
metadata,call number,string,MM-BT-HANDE-piece30-1,,,
metadata,score format,item,guXbuHaq,,Parts,
metadata,score complexity,item,KxvTqqX5,,Manuscript sketch,
statements,handwritten annotation,item,7qCCArxX,,signature,
statements,handwritten annotation,item,2qoBxv5j,,performance practice,
statements,handwritten annotation,item,HKyA3Qzz,,dynamic,
statements,handwritten annotation,item,mkCY9LDD,,tempo,
statements,handwritten annotation,item,48ukXYmB,,articulation,
statements,handwritten annotation,item,H9peVKU2,,Rehearsal letter,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,4Tq9WPGv,,solo,
statements,keyword,item,Gx3B7DJH,,early music,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,instrumentation,item,WVAicT8o,,trumpet,
statements,instrumentation,item,HQVKy2Gm,,cornet,
statements,agent,statement,YC8uM4xD,,C. Sauveur,oMERLdSN||1907
statements,agent,statement,BHzSccaL,,George Frideric Handel,YvQmwaaW||
