category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Le Concert dans le fauillage Bluette  - Op. 33,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005378,,,
metadata,FAAM manifestation ID,id,ORP-20143703p19,,,
metadata,call number,string,KTS1 H.11.map.003,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,provenance,item,U7DY6oXy,,Orpheus Institute,
statements,keyword,item,6wpp746x,,programme music,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,instrumentation,item,AdNoqEfD,,flute,
statements,agent,statement,XqwGf95J,,Louis Gobbaerts,YvQmwaaW||
