category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Introduction a l'exécution du chant Grégorien d'après les principes des Bénédictins de Solesmes,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992716,,,
metadata,FAAM manifestation ID,id,KCA-KGR127262,,,
metadata,call number,string,KGR,,,
metadata,score format,item,FYtu6ya8,,Music Treatise,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,2qoBxv5j,,performance practice,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,Gx3B7DJH,,early music,
statements,keyword,item,Vjk8Ra9n,,Gregorian chant,
statements,keyword,item,AC7hDY3Z,,plainsong,
statements,keyword,item,Mk25KX72,,music theory,
statements,keyword,item,GAs3H7s2,,neume,
statements,keyword,item,TKrPz99q,,historically informed performance,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,agent,statement,CGy68nTi,,Éditions Desclée de Brouwer,7tdgMgre|DXnNuyxL|1904
statements,agent,statement,eVhiNHAn,,Adolf Duclos,YvQmwaaW||
