category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Missa Valentina. Ad tres voces inaequales comitante organo,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005681,,,
metadata,FAAM manifestation ID,id,DPF-202502030,,,
metadata,call number,string,ms-1957-02,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,note,html,"Supplementum ad Periodicum MUSICA SACRA No. 2 & 3, 1957",,,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,editorial annotation,item,EqtAuzbH,,metronome mark,
statements,editorial annotation,item,eSzqVmee,,crescendo,
statements,editorial annotation,item,SRaiiKJr,,decrescendo,
statements,editorial annotation,item,ieqEGEHo,,messa di voce,
statements,editorial annotation,item,7XBG3iZJ,,legato,
statements,editorial annotation,item,6fQyHcwz,,accent,
statements,editorial annotation,item,HKyA3Qzz,,dynamic,
statements,editorial annotation,item,Jx8FMpyt,,brackets,
statements,editorial annotation,item,7WfWytMV,,ritenuto,
statements,editorial annotation,item,kxAqh9HR,,tempo primo,
statements,editorial annotation,item,2qoBxv5j,,performance practice,
statements,editorial annotation,item,iZiYk6VC,,organ stop,
statements,editorial annotation,item,mMrUGL4h,,ad libitum,
statements,editorial annotation,item,oCWmrh75,,Divisi,
statements,editorial annotation,item,3TH8dCwg,,accelerando,
statements,editorial annotation,item,D6RjeTWv,,musical expression,
statements,editorial annotation,item,ZGsPMhbm,,plainchant transcription,
statements,editorial annotation,item,DEL3dtgx,,sforzando,
statements,provenance,item,HkU9txzL,,Donation Private Fonds,
statements,keyword,item,Rn2iLGJr,,period composition,
statements,keyword,item,ZMpsLcpT,,Cecilian Movement,
statements,keyword,item,BdJHjaCE,,liturgical music,
statements,keyword,item,kNneakGU,,mass,
statements,instrumentation,item,nJY8Xxwz,,choir,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,instrumentation,item,8cygiHEB,,organ,
statements,agent,statement,Vj5qaqme,,Gaston Feremans,YvQmwaaW||
statements,agent,statement,CGy68nTi,,Éditions Desclée de Brouwer,7tdgMgre|QRuTEdwa|1957
statements,agent,statement,73rx6srk,,Florian Heyerick,9QaFAsRL||
statements,agent,statement,X3yMqYb6,,Musica Sacra: tijdschrift voor kerkzang en gewijde muziek,7tdgMgre|QRuTEdwa|
