category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Lied van Reinilde: voor mezzo-soprano,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16002625,,,
metadata,FAAM manifestation ID,id,KCA-030902357943,,,
metadata,call number,string,MM-ZL-BLOCK-herberg-1,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,7WfWytMV,,ritenuto,
statements,editorial annotation,item,D6RjeTWv,,musical expression,
statements,editorial annotation,item,LBfWd2va,,espressivo,
statements,editorial annotation,item,EqtAuzbH,,metronome mark,
statements,editorial annotation,item,GpNEm7nw,,engage pedal,
statements,editorial annotation,item,LQE77nqs,,release pedal,
statements,handwritten annotation,item,AB4X4hGP,,translation,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,TvgVbkP2,,song,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,keyword,item,LmDaVvmF,,reduction,
statements,keyword,item,7AXGCpck,,opera,
statements,keyword,item,mGvrzsgB,,salon music,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,musical work,item,mSGe59oN,,De Herbergprinses,
statements,agent,statement,cy2NFhfp,,Heugel,7tdgMgre|dtkJhYLf|1897
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN||
statements,agent,statement,6UrJ5gwo,,Jan Blockx,YvQmwaaW||
