category,faam_property,type,value,base_url,label
metadata,label,string,Josef Rheinberger,,
metadata,description,string,Liechtensteiner organist and composer (1839-1901),,
metadata,aliases,string,Josef Gabriel Rheinberger,,
metadata,aliases,string,Joseph Rheinberger,,
metadata,aliases,string,Joseph Gabriel Rheinberger,,
metadata,aliases,string,Josef Rheinberger,,
metadata,qid,externalid,Q365555,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16004147,,
statements,VIAF ID,externalid,197428,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/50377,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Rheinberger,_Josef_Gabriel",https://imslp.org/wiki/,
statements,date of birth,date,1839-03-17,,
statements,date of death,date,1901-11-25,,
statements,instance of,item,aJeJBesD,,human
statements,role,item,YvQmwaaW,,composer
statements,related to,item,WgWRP5cq,,organ music
statements,occupation,item,5aTYuVxp,,composer
statements,occupation,item,ZhptKYF3,,organist
statements,sex or gender,item,ku2dT5kg,,male
statements,nationality,item,KWjNoJvm,,Austria
statements,nationality,item,7QdL4W3z,,Liechtenstein
statements,place of birth,item,HTGMNJGB,,
statements,place of death,item,ndwv66mQ,,München
statements,instrument,item,8cygiHEB,,organ
statements,influenced by,item,JHuMhXTJ,,Franz Lachner
statements,influenced by,item,2UtGp5td,,
statements,educated at,item,BeHvaLZh,,University of Music and Theatre Munich
statements,employer,item,BeHvaLZh,,University of Music and Theatre Munich
