category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Concertstuk: harmonie-fanfare,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992314,,,
metadata,FAAM manifestation ID,id,KCA-030901410586,,,
metadata,call number,string,MM-OH-HAEYE-concert-4,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,handwritten annotation,item,EXzrp8XT,,ossia,
statements,handwritten annotation,item,HKyA3Qzz,,dynamic,
statements,handwritten annotation,item,UJ57Ew5y,,musical phrasing,
statements,handwritten annotation,item,6fQyHcwz,,accent,
statements,handwritten annotation,item,mkCY9LDD,,tempo,
statements,handwritten annotation,item,E4rhHet3,,instrument call,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,f7RFYPbC,,harmony orchestra,
statements,instrumentation,item,MVLRXXFR,,clarinet,
statements,instrumentation,item,fpwubqWj,,flugelhorn,
statements,instrumentation,item,hnX8hYwi,,tuba,
statements,instrumentation,item,9t6BfJ2T,,bassoon,
statements,instrumentation,item,GsYHbd4y,,saxophone,
statements,instrumentation,item,WfkJpufF,,trombone,
statements,instrumentation,item,AdNoqEfD,,flute,
statements,instrumentation,item,HcmSE474,,oboe,
statements,agent,statement,DDH7fEFM,,Anonymous,AcFWzeQH||
statements,agent,statement,CBhw6hUN,,Frans Corneel D'Haeyer,YvQmwaaW||
