category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Minuet varié,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992536,,,
metadata,FAAM manifestation ID,id,KCA-030902928321,,,
metadata,call number,string,UM-TP-MORTE-menue-1,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,6fQyHcwz,,accent,
statements,editorial annotation,item,GpNEm7nw,,engage pedal,
statements,editorial annotation,item,LQE77nqs,,release pedal,
statements,editorial annotation,item,7WfWytMV,,ritenuto,
statements,editorial annotation,item,kxAqh9HR,,tempo primo,
statements,handwritten annotation,item,gb6MiJbD,,ink stamp,
statements,handwritten annotation,item,eNyFmkHC,,fingering,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,related item,item,48HdoPx6,,Minuet varié,
statements,keyword,item,fCPKhUxw,,piano music,
statements,keyword,item,7TEgqthc,,minuet,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,2Cu75SXC,,Lodewijk Mortelmans,YvQmwaaW|bSzLPudk|04-09-1916
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN||
