category,faam_property,type,value,base_url,label
metadata,label,string,Amédée Méreaux,,
metadata,description,string,"French musicologist, pianist, and composer",,
metadata,aliases,string,Amedee Mereaux,,
metadata,aliases,string,Jean-Amédée Lefroid de Méreaux,,
metadata,aliases,string,Amedée Meseaux,,
metadata,aliases,string,Amédée Méreaux,,
metadata,qid,externalid,Q4749606,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16005146,,
statements,VIAF ID,externalid,2606837,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30022791,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Méreaux,_Jean-Amédée_Lefroid_de",https://imslp.org/wiki/,
statements,date of birth,date,1802-09-17,,
statements,date of birth,date,1802-09-18,,
statements,date of death,date,1874-04-25,,
statements,instance of,item,aJeJBesD,,human
statements,role,item,6UPEJgTQ,,editor
statements,related to,item,Gx3B7DJH,,early music
statements,occupation,item,T6nAVeGM,,pianist
statements,occupation,item,5aTYuVxp,,composer
statements,occupation,item,ZhptKYF3,,organist
statements,occupation,item,49CMncTw,,musicologist
statements,sex or gender,item,ku2dT5kg,,male
statements,nationality,item,BJqUa5Kf,,France
statements,place of birth,item,ich5QbC6,,
statements,place of death,item,Pqaewj9f,,
statements,instrument,item,PyGNLcfw,,piano
