category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Trauermarsch. aus der Sonate Op. 35,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005450,,,
metadata,FAAM manifestation ID,id,ORP-20143700p1,,,
metadata,call number,string,KTS1 H.11.map.006,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,provenance,item,U7DY6oXy,,Orpheus Institute,
statements,keyword,item,FDSkv45i,,piano sonata,
statements,instrumentation,item,fTDkNCW3,,orchestra,
statements,agent,statement,8EpC6dQ6,,Frédéric Chopin,YvQmwaaW||
