category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,3e Concerto : pour le Violon avec Accompt. d'Orchestre ou de Piano : Op. 44,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992614,,,
metadata,FAAM manifestation ID,id,KCG-000334468,,,
metadata,call number,string,II-107; DS6152,,,
metadata,score format,item,guXbuHaq,,Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,E4rhHet3,,instrument call,
statements,editorial annotation,item,48ukXYmB,,articulation,
statements,editorial annotation,item,eSzqVmee,,crescendo,
statements,editorial annotation,item,TK9UAG2p,,arco,
statements,editorial annotation,item,DT4vQExr,,pizzicato,
statements,editorial annotation,item,j3tnVzW5,,diminuendo,
statements,editorial annotation,item,TWwN9yoM,,string harmonic,
statements,editorial annotation,item,GepDoTXn,,string number (sul X),
statements,editorial annotation,item,kxAqh9HR,,tempo primo,
statements,editorial annotation,item,mMrUGL4h,,ad libitum,
statements,editorial annotation,item,nTx2RkTQ,,trill,
statements,editorial annotation,item,iyfjpyT2,,octave sign,
statements,handwritten annotation,item,mhohuJYG,,cut,
statements,handwritten annotation,item,eNyFmkHC,,fingering,
statements,handwritten annotation,item,K4TocMAK,,slur,
statements,handwritten annotation,item,SRaiiKJr,,decrescendo,
statements,handwritten annotation,item,m9rNaSAR,,rallentando,
statements,handwritten annotation,item,9tkKrhbM,,dolce,
statements,handwritten annotation,item,HKyA3Qzz,,dynamic,
statements,provenance,item,7jH33jwQ,,Library Royal Conservatoire Ghent,
statements,keyword,item,X8NxipyB,,concerto,
statements,keyword,item,4Jjg5FwX,,string music,
statements,instrumentation,item,G8tgNnWV,,violin,
statements,instrumentation,item,fTDkNCW3,,orchestra,
statements,agent,statement,SfdhwsSz,,Charles Auguste de Bériot,YvQmwaaW||
statements,agent,statement,X8CowJzi,,Schott Music,7tdgMgre|bSzLPudk|
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN|AYShtw7v|27-01-1839
statements,agent,statement,KW3RZcDp,,Royal Conservatory of Ghent,9QaFAsRL|AYShtw7v|
