category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Première Symphonie en Ut majeur : à Grand Orchestre : Oeuv: 21,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992597,,,
metadata,FAAM manifestation ID,id,KCG-000333574,,,
metadata,call number,string,II-78,,,
metadata,score format,item,guXbuHaq,,Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,E4rhHet3,,instrument call,
statements,editorial annotation,item,TK9UAG2p,,arco,
statements,editorial annotation,item,DT4vQExr,,pizzicato,
statements,handwritten annotation,item,gb6MiJbD,,ink stamp,
statements,handwritten annotation,item,H9peVKU2,,Rehearsal letter,
statements,handwritten annotation,item,DT4vQExr,,pizzicato,
statements,handwritten annotation,item,TK9UAG2p,,arco,
statements,handwritten annotation,item,QGRAMUu8,,repeat sign,
statements,provenance,item,7jH33jwQ,,Library Royal Conservatoire Ghent,
statements,keyword,item,Zgsxtx6S,,symphony,
statements,instrumentation,item,fTDkNCW3,,orchestra,
statements,musical work,item,he8wWDKh,,"Symphony No.1, Op.21",
statements,agent,statement,TZfafBBe,,Ludwig van Beethoven,YvQmwaaW||
statements,agent,statement,DDH7fEFM,,Anonymous,AcFWzeQH|AYShtw7v|27-02-1842
statements,agent,statement,X8CowJzi,,Schott Music,7tdgMgre|bSzLPudk|
statements,agent,statement,ZH9Tn89c,,Éditions Richault,7tdgMgre|dtkJhYLf|
statements,agent,statement,KW3RZcDp,,Royal Conservatory of Ghent,9QaFAsRL|AYShtw7v|
