category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,La Mascotte : opéra-comique en 3 actes,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992473,,,
metadata,FAAM manifestation ID,id,KCA-030902614491,,,
metadata,call number,string,MM-ZP-AUDRA-mascott-1,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,note,html,Staging instruction at the beginning of each scene.,,,
statements,handwritten annotation,item,gb6MiJbD,,ink stamp,
statements,handwritten annotation,item,mhohuJYG,,cut,
statements,handwritten annotation,item,2qoBxv5j,,performance practice,
statements,handwritten annotation,item,gaLrAUbu,,deletion,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,related item,item,743qkqfG,,La Mascotte : opéra-comique en 3 actes,
statements,related item,item,HoH6TbZs,,La Mascotte : opéra-comique en 3 actes,
statements,keyword,item,7AXGCpck,,opera,
statements,keyword,item,MqMSenV3,,operetta,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,cvNtPTvq,,La mascotte,
statements,agent,statement,XC8Yynik,,Edmond Audran,YvQmwaaW||
statements,agent,statement,dPpjet3b,,Éditions Choudens,7tdgMgre|dtkJhYLf|
statements,agent,statement,DDH7fEFM,,Anonymous,AcFWzeQH||
