"Object ID",Name,Aliases,"Form of creative work - Object ID","Wikidata QID","IMSLP ID","VIAF ID","CPDL ID","composer - Object ID","arranger - Object ID","based on - Object ID"
16004053,"O bone Jesu, IGP 707",,15998762,,"O bone Jesu, IGP 707 (Palestrina, Giovanni Pierluigi da)",,O_bone_Jesu_(Marco_Antonio_Ingegneri),15996128,15995756,
16004053,"O bone Jesu, IGP 707",,15998762,,"O bone Jesu, IGP 707 (Palestrina, Giovanni Pierluigi da)",,O_bone_Jesu_(Marco_Antonio_Ingegneri),15996128,15996152,
16004053,"O bone Jesu, IGP 707",,15998762,,"O bone Jesu, IGP 707 (Palestrina, Giovanni Pierluigi da)",,O_bone_Jesu_(Marco_Antonio_Ingegneri),15996128,16002669,
16004053,"O bone Jesu, IGP 707",,15998762,,"O bone Jesu, IGP 707 (Palestrina, Giovanni Pierluigi da)",,O_bone_Jesu_(Marco_Antonio_Ingegneri),15996128,16005018,
16004053,"O bone Jesu, IGP 707",,15990672,,"O bone Jesu, IGP 707 (Palestrina, Giovanni Pierluigi da)",,O_bone_Jesu_(Marco_Antonio_Ingegneri),15996128,15995756,
16004053,"O bone Jesu, IGP 707",,15990672,,"O bone Jesu, IGP 707 (Palestrina, Giovanni Pierluigi da)",,O_bone_Jesu_(Marco_Antonio_Ingegneri),15996128,15996152,
16004053,"O bone Jesu, IGP 707",,15990672,,"O bone Jesu, IGP 707 (Palestrina, Giovanni Pierluigi da)",,O_bone_Jesu_(Marco_Antonio_Ingegneri),15996128,16002669,
16004053,"O bone Jesu, IGP 707",,15990672,,"O bone Jesu, IGP 707 (Palestrina, Giovanni Pierluigi da)",,O_bone_Jesu_(Marco_Antonio_Ingegneri),15996128,16005018,
16004052,"Pange, lingua, gloriosi corporis mysterium, IGP 333",,15990612,,"Pange, lingua, gloriosi corporis mysterium, IGP 333 (Palestrina, Giovanni Pierluigi da)",,,15996128,15995756,
16004052,"Pange, lingua, gloriosi corporis mysterium, IGP 333",,15990612,,"Pange, lingua, gloriosi corporis mysterium, IGP 333 (Palestrina, Giovanni Pierluigi da)",,,15996128,15996146,
16004052,"Pange, lingua, gloriosi corporis mysterium, IGP 333",,15998757,,"Pange, lingua, gloriosi corporis mysterium, IGP 333 (Palestrina, Giovanni Pierluigi da)",,,15996128,15995756,
16004052,"Pange, lingua, gloriosi corporis mysterium, IGP 333",,15998757,,"Pange, lingua, gloriosi corporis mysterium, IGP 333 (Palestrina, Giovanni Pierluigi da)",,,15996128,15996146,
16004052,"Pange, lingua, gloriosi corporis mysterium, IGP 333",,15990634,,"Pange, lingua, gloriosi corporis mysterium, IGP 333 (Palestrina, Giovanni Pierluigi da)",,,15996128,15995756,
16004052,"Pange, lingua, gloriosi corporis mysterium, IGP 333",,15990634,,"Pange, lingua, gloriosi corporis mysterium, IGP 333 (Palestrina, Giovanni Pierluigi da)",,,15996128,15996146,
16005106,"Crux fidelis",,15998757,,"Crux fidelis (João IV)",,Crux_fidelis_(John_IV_of_Portugal),16005105,16005018,
16005106,"Crux fidelis",,15998762,,"Crux fidelis (João IV)",,Crux_fidelis_(John_IV_of_Portugal),16005105,16005018,
16005106,"Crux fidelis",,15990672,,"Crux fidelis (João IV)",,Crux_fidelis_(John_IV_of_Portugal),16005105,16005018,
16002027,"Cor mio deh non languire",,15990663,Q124316713,,,,15996219,15995756,
16005752,"String Quintet, Op.70 (Krommer, Franz)",,15990617,,"String Quintet, Op.70 (Krommer, Franz)",,,15995638,,
16005752,"String Quintet, Op.70 (Krommer, Franz)",,15996280,,"String Quintet, Op.70 (Krommer, Franz)",,,15995638,,
16002030,"String Quartet No. 8",,15998764,Q8352222,,183689140,,,,
16000768,"La muette de Portici",,15998739,Q470773,"La muette de Portici (Auber, Daniel François Esprit)",306069393,,15995965,15995900,
16000768,"La muette de Portici",,15998739,Q470773,"La muette de Portici (Auber, Daniel François Esprit)",306069393,,15995965,15995645,
16005750,"Fantaisie sur 'la Muette de Portici', Op.62",,15998772,,"Fantaisie sur 'la Muette de Portici', Op.62 (Maurer, Ludwig Wilhelm)",,,15995645,,16000768
16005750,"Fantaisie sur 'la Muette de Portici', Op.62",,15996280,,"Fantaisie sur 'la Muette de Portici', Op.62 (Maurer, Ludwig Wilhelm)",,,15995645,,16000768
16005750,"Fantaisie sur 'la Muette de Portici', Op.62",,15990592,,"Fantaisie sur 'la Muette de Portici', Op.62 (Maurer, Ludwig Wilhelm)",,,15995645,,16000768
16005748,"Wind Quintet, Op.88 No.6",,15996280,,"Wind Quintet, Op.88 No.6 (Reicha, Anton)",186110332,,15995941,,
16005748,"Wind Quintet, Op.88 No.6",,15990606,,"Wind Quintet, Op.88 No.6 (Reicha, Anton)",186110332,,15995941,,
16005744,"Walter Scott lyrique",,15998739,,"Walter Scott lyrique (Concone, Giuseppe)",,,15995635,,
16005744,"Walter Scott lyrique",,15990668,,"Walter Scott lyrique (Concone, Giuseppe)",,,15995635,,
16005744,"Walter Scott lyrique",,16002579,,"Walter Scott lyrique (Concone, Giuseppe)",,,15995635,,
16000370,Ivanhoe,,15998739,Q109242032,,,,15995966,,
16000370,Ivanhoe,,15990668,Q109242032,,,,15995966,,
16005742,"Quintet in E-flat major, Op.16",,15996280,Q3414626,"Quintet in E-flat major, Op.16 (Beethoven, Ludwig van)",184284238,,15995925,,
16005738,"24 Horn Trios, Op.82",,15990632,Q4631843,"24_Horn_Trios,_Op.82_(Reicha,_Anton)",,,15995941,,
16005738,"24 Horn Trios, Op.82",,15990606,Q4631843,"24_Horn_Trios,_Op.82_(Reicha,_Anton)",,,15995941,,
16000967,"Le maître de chapelle",,15998747,Q6508060,Le_maître_de_chapelle_(Paër%2C_Ferdinando),,,15995626,16005736,
16000967,"Le maître de chapelle",,15998739,Q6508060,Le_maître_de_chapelle_(Paër%2C_Ferdinando),,,15995626,16005736,
16001497,"Robert le diable",,15998739,Q1071310,"Robert_le_diable_(Meyerbeer,_Giacomo)",177793387,,15995914,,
16001497,"Robert le diable",,15998747,Q1071310,"Robert_le_diable_(Meyerbeer,_Giacomo)",177793387,,15995914,,
16005732,"Piano Concerto No.2, Op.85",,15990645,,"Piano Concerto No.2, Op.85 (Hummel, Johann Nepomuk)",,,15995913,,
16005731,"Symphony No.104 in D major, Hob.I:104","Symphony No.51 Op. 98",15990594,Q166278,"Symphony No.104 in D major, Hob.I:104 (Haydn, Joseph)",,,15995907,,
16005711,"Piano Sonata No. 8 in C Minor, Op. 13","Sonata Pathétique",15998767,Q146113,,,,15995925,16005710,
16005711,"Piano Sonata No. 8 in C Minor, Op. 13","Piano Sonata No. 8",15998767,Q146113,,,,15995925,16005710,
16005709,"Alleluia, Op.23",,15998757,,"Alleluia, Op.23 (Tinel, Edgar)",,,16002448,,
16005709,"Alleluia, Op.23",,15990634,,"Alleluia, Op.23 (Tinel, Edgar)",,,16002448,,
16005709,"Alleluia, Op.23",,15990590,,"Alleluia, Op.23 (Tinel, Edgar)",,,16002448,,
16005708,"6 Organ Sonatas, Op.65",,15990642,,"6 Organ Sonatas, Op.65 (Mendelssohn, Felix)",,,15995938,15996205,
16005708,"6 Organ Sonatas, Op.65",,16002829,,"6 Organ Sonatas, Op.65 (Mendelssohn, Felix)",,,15995938,15996205,
16002019,"Ave Maria",,15998757,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996213,16002669,
16002019,"Ave Maria",,15998757,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996213,15995756,
16002019,"Ave Maria",,15998757,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996213,16005018,
16002019,"Ave Maria",,15998757,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996213,15996209,
16002019,"Ave Maria",,15998757,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996215,16002669,
16002019,"Ave Maria",,15998757,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996215,15995756,
16002019,"Ave Maria",,15998757,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996215,16005018,
16002019,"Ave Maria",,15998757,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996215,15996209,
16002019,"Ave Maria",,15998756,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996213,16002669,
16002019,"Ave Maria",,15998756,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996213,15995756,
16002019,"Ave Maria",,15998756,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996213,16005018,
16002019,"Ave Maria",,15998756,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996213,15996209,
16002019,"Ave Maria",,15998756,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996215,16002669,
16002019,"Ave Maria",,15998756,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996215,15995756,
16002019,"Ave Maria",,15998756,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996215,16005018,
16002019,"Ave Maria",,15998756,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996215,15996209,
16002019,"Ave Maria",,15998762,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996213,16002669,
16002019,"Ave Maria",,15998762,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996213,15995756,
16002019,"Ave Maria",,15998762,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996213,16005018,
16002019,"Ave Maria",,15998762,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996213,15996209,
16002019,"Ave Maria",,15998762,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996215,16002669,
16002019,"Ave Maria",,15998762,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996215,15995756,
16002019,"Ave Maria",,15998762,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996215,16005018,
16002019,"Ave Maria",,15998762,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996215,15996209,
16002019,"Ave Maria",,15990672,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996213,16002669,
16002019,"Ave Maria",,15990672,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996213,15995756,
16002019,"Ave Maria",,15990672,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996213,16005018,
16002019,"Ave Maria",,15990672,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996213,15996209,
16002019,"Ave Maria",,15990672,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996215,16002669,
16002019,"Ave Maria",,15990672,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996215,15995756,
16002019,"Ave Maria",,15990672,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996215,16005018,
16002019,"Ave Maria",,15990672,Q124315826,"Ave Maria (Arcadelt, Jacob)",,Ave_Maria_(Arcadelt-Dietsch),15996215,15996209,
16002005,"Missa pro defunctis, IGP 57",,15998737,Q124310282,"Missa pro defunctis, PdPWV Mis006 (Palestrina, Giovanni Pierluigi da)",293550369,Missa_pro_defunctis_(Giovanni_Pierluigi_da_Palestrina),15996128,15996209,
16002005,"Missa pro defunctis, IGP 57",,15998737,Q124310282,"Missa pro defunctis, PdPWV Mis006 (Palestrina, Giovanni Pierluigi da)",293550369,Missa_pro_defunctis_(Giovanni_Pierluigi_da_Palestrina),15996128,15996210,
16002005,"Missa pro defunctis, IGP 57",,15998737,Q124310282,"Missa pro defunctis, PdPWV Mis006 (Palestrina, Giovanni Pierluigi da)",293550369,Missa_pro_defunctis_(Giovanni_Pierluigi_da_Palestrina),15996128,15995756,
16002005,"Missa pro defunctis, IGP 57",,15990634,Q124310282,"Missa pro defunctis, PdPWV Mis006 (Palestrina, Giovanni Pierluigi da)",293550369,Missa_pro_defunctis_(Giovanni_Pierluigi_da_Palestrina),15996128,15996209,
16002005,"Missa pro defunctis, IGP 57",,15990634,Q124310282,"Missa pro defunctis, PdPWV Mis006 (Palestrina, Giovanni Pierluigi da)",293550369,Missa_pro_defunctis_(Giovanni_Pierluigi_da_Palestrina),15996128,15996210,
16002005,"Missa pro defunctis, IGP 57",,15990634,Q124310282,"Missa pro defunctis, PdPWV Mis006 (Palestrina, Giovanni Pierluigi da)",293550369,Missa_pro_defunctis_(Giovanni_Pierluigi_da_Palestrina),15996128,15995756,
16002005,"Missa pro defunctis, IGP 57",,15990673,Q124310282,"Missa pro defunctis, PdPWV Mis006 (Palestrina, Giovanni Pierluigi da)",293550369,Missa_pro_defunctis_(Giovanni_Pierluigi_da_Palestrina),15996128,15996209,
16002005,"Missa pro defunctis, IGP 57",,15990673,Q124310282,"Missa pro defunctis, PdPWV Mis006 (Palestrina, Giovanni Pierluigi da)",293550369,Missa_pro_defunctis_(Giovanni_Pierluigi_da_Palestrina),15996128,15996210,
16002005,"Missa pro defunctis, IGP 57",,15990673,Q124310282,"Missa pro defunctis, PdPWV Mis006 (Palestrina, Giovanni Pierluigi da)",293550369,Missa_pro_defunctis_(Giovanni_Pierluigi_da_Palestrina),15996128,15995756,
16005632,"Passio secundum Mathaeum",,15998768,,,,Passio_secundum_Mathaeum_(Francesco_Soriano),16005194,15996126,
16005632,"Passio secundum Mathaeum",,15990634,,,,Passio_secundum_Mathaeum_(Francesco_Soriano),16005194,15996126,
16005631,"Ego sum panis vivus, IGP 20",,15990634,,"Ego sum panis vivus, PdPWV Mot182 (Palestrina, Giovanni Pierluigi da)",,Ego_sum_panis_a_4_(Giovanni_Pierluigi_da_Palestrina),15996128,15996126,
16005631,"Ego sum panis vivus, IGP 20",,15990634,,"Ego sum panis vivus, PdPWV Mot182 (Palestrina, Giovanni Pierluigi da)",,Ego_sum_panis_a_4_(Giovanni_Pierluigi_da_Palestrina),15996128,15996146,
16005631,"Ego sum panis vivus, IGP 20",,15998757,,"Ego sum panis vivus, PdPWV Mot182 (Palestrina, Giovanni Pierluigi da)",,Ego_sum_panis_a_4_(Giovanni_Pierluigi_da_Palestrina),15996128,15996126,
16005631,"Ego sum panis vivus, IGP 20",,15998757,,"Ego sum panis vivus, PdPWV Mot182 (Palestrina, Giovanni Pierluigi da)",,Ego_sum_panis_a_4_(Giovanni_Pierluigi_da_Palestrina),15996128,15996146,
16005630,"Verbum caro panem verum, LV 1072",,15998757,,"Verbum caro panem verum, LV 1072 (Lassus, Orlande de)",,Verbum_caro_(Orlando_di_Lasso),15996201,15996126,
16005630,"Verbum caro panem verum, LV 1072",,15998757,,"Verbum caro panem verum, LV 1072 (Lassus, Orlande de)",,Verbum_caro_(Orlando_di_Lasso),15996201,15996152,
16005630,"Verbum caro panem verum, LV 1072",,15990634,,"Verbum caro panem verum, LV 1072 (Lassus, Orlande de)",,Verbum_caro_(Orlando_di_Lasso),15996201,15996126,
16005630,"Verbum caro panem verum, LV 1072",,15990634,,"Verbum caro panem verum, LV 1072 (Lassus, Orlande de)",,Verbum_caro_(Orlando_di_Lasso),15996201,15996152,
16005629,"Pie Jesu domine",,15998757,,,,,15996243,15996126,
16005629,"Pie Jesu domine",,15990634,,,,,15996243,15996126,
16002074,"Dum aurora finem daret, IGP 18",,15998757,,,,Dum_aurora_finem_daret_(Giovanni_Pierluigi_da_Palestrina),15996128,15996126,
16002074,"Dum aurora finem daret, IGP 18",,15990634,,,,Dum_aurora_finem_daret_(Giovanni_Pierluigi_da_Palestrina),15996128,15996126,
16005628,"Ave Virgo Sanctissima",,15998757,,,,,16002769,15996126,
16005628,"Ave Virgo Sanctissima",,15990634,,,,,16002769,15996126,
16002569,"Alma redemptoris",,15990590,,,,,15996062,,
16002569,"Alma redemptoris",,15990612,,,,,15996062,,
16002569,"Alma redemptoris",,15990634,,,,,15996062,,
16002569,"Alma redemptoris",,16002520,,,,,15996062,,
16005627,"O bone Jesu",,15990634,,,,O_bone_Jesu_(Philippe_de_Monte),15996171,15996314,
16005627,"O bone Jesu",,15998757,,,,O_bone_Jesu_(Philippe_de_Monte),15996171,15996314,
16005625,"Pianoforte-Schule, Op.500",,16004360,,"Pianoforte-Schule, Op.500 (Czerny, Carl)",,,15996005,,
16005625,"Pianoforte-Schule, Op.500",,16004316,,"Pianoforte-Schule, Op.500 (Czerny, Carl)",,,15996005,,
16002009,"Miserere, IGA 2","Miserere mei",15998757,Q1576091,"Miserere (Allegri, Gregorio)",185080354,Miserere_mei_(Gregorio_Allegri),15996204,15995756,
16002009,"Miserere, IGA 2","Miserere mei",15998757,Q1576091,"Miserere (Allegri, Gregorio)",185080354,Miserere_mei_(Gregorio_Allegri),15996204,16002693,
16002009,"Miserere, IGA 2","Miserere mei",15998757,Q1576091,"Miserere (Allegri, Gregorio)",185080354,Miserere_mei_(Gregorio_Allegri),15996204,16002667,
16002009,"Miserere, IGA 2","Miserere mei",15998757,Q1576091,"Miserere (Allegri, Gregorio)",185080354,Miserere_mei_(Gregorio_Allegri),15996204,15996127,
16002009,"Miserere, IGA 2","Miserere mei",15998757,Q1576091,"Miserere (Allegri, Gregorio)",185080354,Miserere_mei_(Gregorio_Allegri),15996204,16005018,
16002009,"Miserere, IGA 2","Miserere mei",15990634,Q1576091,"Miserere (Allegri, Gregorio)",185080354,Miserere_mei_(Gregorio_Allegri),15996204,15995756,
16002009,"Miserere, IGA 2","Miserere mei",15990634,Q1576091,"Miserere (Allegri, Gregorio)",185080354,Miserere_mei_(Gregorio_Allegri),15996204,16002693,
16002009,"Miserere, IGA 2","Miserere mei",15990634,Q1576091,"Miserere (Allegri, Gregorio)",185080354,Miserere_mei_(Gregorio_Allegri),15996204,16002667,
16002009,"Miserere, IGA 2","Miserere mei",15990634,Q1576091,"Miserere (Allegri, Gregorio)",185080354,Miserere_mei_(Gregorio_Allegri),15996204,15996127,
16002009,"Miserere, IGA 2","Miserere mei",15990634,Q1576091,"Miserere (Allegri, Gregorio)",185080354,Miserere_mei_(Gregorio_Allegri),15996204,16005018,
16002741,"Loquebantur variis linguis apostoli, IGP 35",,15998757,,"Loquebantur variis linguis (Palestrina, Giovanni Pierluigi da)",,Loquebantur_(Giovanni_Pierluigi_da_Palestrina),,15996146,
16002741,"Loquebantur variis linguis apostoli, IGP 35",,15998757,,"Loquebantur variis linguis (Palestrina, Giovanni Pierluigi da)",,Loquebantur_(Giovanni_Pierluigi_da_Palestrina),,15996150,
16002741,"Loquebantur variis linguis apostoli, IGP 35",,15998757,,"Loquebantur variis linguis (Palestrina, Giovanni Pierluigi da)",,Loquebantur_(Giovanni_Pierluigi_da_Palestrina),,15996126,
16002741,"Loquebantur variis linguis apostoli, IGP 35",,15998757,,"Loquebantur variis linguis (Palestrina, Giovanni Pierluigi da)",,Loquebantur_(Giovanni_Pierluigi_da_Palestrina),,16005018,
16002048,"Missa Secunda",,15998737,Q124358304,"Missa Secunda (Hassler, Hans Leo)",,Missa_Secunda_(Hans_Leo_Hassler),15996145,15996151,
16002029,"Missa Hodie Christus natus est",,15998737,Q124316823,"Missa Hodie Christus natus est (Palestrina, Giovanni Pierluigi da)",,Missa_Hodie_Christus_natus_est_(Giovanni_Pierluigi_da_Palestrina),15996128,15996151,16002657
16002029,"Missa Hodie Christus natus est",,15998761,Q124316823,"Missa Hodie Christus natus est (Palestrina, Giovanni Pierluigi da)",,Missa_Hodie_Christus_natus_est_(Giovanni_Pierluigi_da_Palestrina),15996128,15996151,16002657
16005104,"Confirma hoc Deus",,15998757,Q124358714,,,,15996241,16005018,
16005104,"Confirma hoc Deus",,15998757,Q124358714,,,,15996241,15996150,
16005104,"Confirma hoc Deus",,15990634,Q124358714,,,,15996241,16005018,
16005104,"Confirma hoc Deus",,15990634,Q124358714,,,,15996241,15996150,
16002424,"Cum jucunditate",,15998757,,"Cum jucunditate (Bai, Tommaso)",,,15996203,16005018,
16002424,"Cum jucunditate",,15998757,,"Cum jucunditate (Bai, Tommaso)",,,15996203,15996150,
16002021,"Regina caeli laetare, LV 1079",,15998757,Q124315956,"Regina caeli laetare, LV 1079 (Lassus, Orlande de)",,,15996201,15995756,
16002021,"Regina caeli laetare, LV 1079",,15998757,Q124315956,"Regina caeli laetare, LV 1079 (Lassus, Orlande de)",,,15996201,15996152,
16002021,"Regina caeli laetare, LV 1079",,15998756,Q124315956,"Regina caeli laetare, LV 1079 (Lassus, Orlande de)",,,15996201,15995756,
16002021,"Regina caeli laetare, LV 1079",,15998756,Q124315956,"Regina caeli laetare, LV 1079 (Lassus, Orlande de)",,,15996201,15996152,
16002021,"Regina caeli laetare, LV 1079",,15990634,Q124315956,"Regina caeli laetare, LV 1079 (Lassus, Orlande de)",,,15996201,15995756,
16002021,"Regina caeli laetare, LV 1079",,15990634,Q124315956,"Regina caeli laetare, LV 1079 (Lassus, Orlande de)",,,15996201,15996152,
16002000,"Stabat Mater, IGP 90",,15990634,Q11894350,"Stabat Mater, IGP 90 (Palestrina, Giovanni Pierluigi da)",148152684042923430002,Stabat_Mater_(Giovanni_Pierluigi_da_Palestrina),15996128,15996064,
16002000,"Stabat Mater, IGP 90",,15990634,Q11894350,"Stabat Mater, IGP 90 (Palestrina, Giovanni Pierluigi da)",148152684042923430002,Stabat_Mater_(Giovanni_Pierluigi_da_Palestrina),15996128,15995756,
16002000,"Stabat Mater, IGP 90",,15990634,Q11894350,"Stabat Mater, IGP 90 (Palestrina, Giovanni Pierluigi da)",148152684042923430002,Stabat_Mater_(Giovanni_Pierluigi_da_Palestrina),15996128,15996126,
16002000,"Stabat Mater, IGP 90",,15990634,Q11894350,"Stabat Mater, IGP 90 (Palestrina, Giovanni Pierluigi da)",148152684042923430002,Stabat_Mater_(Giovanni_Pierluigi_da_Palestrina),15996128,15996052,
16002000,"Stabat Mater, IGP 90",,15990634,Q11894350,"Stabat Mater, IGP 90 (Palestrina, Giovanni Pierluigi da)",148152684042923430002,Stabat_Mater_(Giovanni_Pierluigi_da_Palestrina),15996128,15996127,
16002000,"Stabat Mater, IGP 90",,15990634,Q11894350,"Stabat Mater, IGP 90 (Palestrina, Giovanni Pierluigi da)",148152684042923430002,Stabat_Mater_(Giovanni_Pierluigi_da_Palestrina),15996128,15995830,
16002000,"Stabat Mater, IGP 90",,15998757,Q11894350,"Stabat Mater, IGP 90 (Palestrina, Giovanni Pierluigi da)",148152684042923430002,Stabat_Mater_(Giovanni_Pierluigi_da_Palestrina),15996128,15996064,
16002000,"Stabat Mater, IGP 90",,15998757,Q11894350,"Stabat Mater, IGP 90 (Palestrina, Giovanni Pierluigi da)",148152684042923430002,Stabat_Mater_(Giovanni_Pierluigi_da_Palestrina),15996128,15995756,
16002000,"Stabat Mater, IGP 90",,15998757,Q11894350,"Stabat Mater, IGP 90 (Palestrina, Giovanni Pierluigi da)",148152684042923430002,Stabat_Mater_(Giovanni_Pierluigi_da_Palestrina),15996128,15996126,
16002000,"Stabat Mater, IGP 90",,15998757,Q11894350,"Stabat Mater, IGP 90 (Palestrina, Giovanni Pierluigi da)",148152684042923430002,Stabat_Mater_(Giovanni_Pierluigi_da_Palestrina),15996128,15996052,
16002000,"Stabat Mater, IGP 90",,15998757,Q11894350,"Stabat Mater, IGP 90 (Palestrina, Giovanni Pierluigi da)",148152684042923430002,Stabat_Mater_(Giovanni_Pierluigi_da_Palestrina),15996128,15996127,
16002000,"Stabat Mater, IGP 90",,15998757,Q11894350,"Stabat Mater, IGP 90 (Palestrina, Giovanni Pierluigi da)",148152684042923430002,Stabat_Mater_(Giovanni_Pierluigi_da_Palestrina),15996128,15995830,
16002000,"Stabat Mater, IGP 90",,15998756,Q11894350,"Stabat Mater, IGP 90 (Palestrina, Giovanni Pierluigi da)",148152684042923430002,Stabat_Mater_(Giovanni_Pierluigi_da_Palestrina),15996128,15996064,
16002000,"Stabat Mater, IGP 90",,15998756,Q11894350,"Stabat Mater, IGP 90 (Palestrina, Giovanni Pierluigi da)",148152684042923430002,Stabat_Mater_(Giovanni_Pierluigi_da_Palestrina),15996128,15995756,
