category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Symphonisch Gedicht : voor Flute en Orchestra,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992564,,,
metadata,FAAM manifestation ID,id,KCG-000745286,,,
metadata,call number,string,A-1041,,,
metadata,score format,item,guXbuHaq,,Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,EqtAuzbH,,metronome mark,
statements,editorial annotation,item,48ukXYmB,,articulation,
statements,editorial annotation,item,kxAqh9HR,,tempo primo,
statements,handwritten annotation,item,gb6MiJbD,,ink stamp,
statements,handwritten annotation,item,aAsRZoVk,,breath mark,
statements,handwritten annotation,item,TUdHPWU8,,alternative melody,
statements,handwritten annotation,item,eSzqVmee,,crescendo,
statements,handwritten annotation,item,HKyA3Qzz,,dynamic,
statements,handwritten annotation,item,D6RjeTWv,,musical expression,
statements,provenance,item,7jH33jwQ,,Library Royal Conservatoire Ghent,
statements,keyword,item,QapAmARZ,,symphonic poem,
statements,keyword,item,2uZm833M,,flute music,
statements,instrumentation,item,AdNoqEfD,,flute,
statements,musical work,item,KpDFWMKA,,"Symphonisch gedicht voor fluit en orkest, Op.43a",
statements,agent,statement,Ta5ni5cL,,Peter Benoit,YvQmwaaW||
statements,agent,statement,X8CowJzi,,Schott Music,7tdgMgre|4g8XzGFP|
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN|AYShtw7v|
statements,agent,statement,KW3RZcDp,,Royal Conservatory of Ghent,9QaFAsRL|AYShtw7v|
