category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Sei Sonate da Cimbalo | Del Sig:re Alessandro Felici | di Firenze,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992730,,,
metadata,FAAM manifestation ID,id,CBM-TORRMsB27,,,
metadata,call number,string,TORR. Ms.B.27,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,KxvTqqX5,,Manuscript sketch,
statements,editorial annotation,item,XTCWoPBm,,Volti subito,
statements,handwritten annotation,item,HHYqWvTC,,comparative study,
statements,provenance,item,FqJJaJb7,,Biblioteca del Conservatorio Benedetto Marcello,
statements,keyword,item,QHAoKPG8,,solo,
statements,keyword,item,Gx3B7DJH,,early music,
statements,keyword,item,RtkoMT89,,sonata,
statements,instrumentation,item,Q8MBQBw7,,harpsichord,
statements,agent,statement,5KdUXuXV,,Alessandro Felici,YvQmwaaW||
statements,agent,statement,n2KyzS34,,Fausto Torrefranca,9QaFAsRL||
