category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Pastorale / Domenico Scarlatti ; arranged for concert-use by Carl Tausig ; edited and fingered by G. Buonamici.,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005153,,,
metadata,FAAM manifestation ID,id,SML-19147,,,
metadata,call number,string,M25 .S28T,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,EqtAuzbH,,metronome mark,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,editorial annotation,item,UJ57Ew5y,,musical phrasing,
statements,editorial annotation,item,HKyA3Qzz,,dynamic,
statements,editorial annotation,item,nTx2RkTQ,,trill,
statements,editorial annotation,item,LQE77nqs,,release pedal,
statements,editorial annotation,item,GpNEm7nw,,engage pedal,
statements,editorial annotation,item,6fQyHcwz,,accent,
statements,editorial annotation,item,eNyFmkHC,,fingering,
statements,editorial annotation,item,eSzqVmee,,crescendo,
statements,editorial annotation,item,SRaiiKJr,,decrescendo,
statements,editorial annotation,item,2qoBxv5j,,performance practice,
statements,editorial annotation,item,m9rNaSAR,,rallentando,
statements,editorial annotation,item,kxAqh9HR,,tempo primo,
statements,editorial annotation,item,JwqBvu9Z,,fermata,
statements,provenance,item,SzVumnmW,,Sibley Music Library,
statements,keyword,item,Gx3B7DJH,,early music,
statements,keyword,item,RtkoMT89,,sonata,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,keyword,item,FDSkv45i,,piano sonata,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,JHg9MPVu,,"Keyboard Sonata in D minor, K.9",
statements,agent,statement,PXYCpRXf,,Domenico Scarlatti,YvQmwaaW||
statements,agent,statement,YKyGGFZd,,Giuseppe Buonamici,6UPEJgTQ||
statements,agent,statement,NmUZYjP7,,G. Schirmer Inc.,7tdgMgre|4V2kvX5b|1902
statements,agent,statement,jieDZf2J,,Carl Tausig,YvQmwaaW||
