category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Pierluigi da Palestrina's Werke. 4: Fünfstimmige Motetten,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992768,,,
metadata,FAAM manifestation ID,id,BSB-991082707739707356,,,
metadata,call number,string,S nv/Ol 2-4/6,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,JXYgRRuc,,musica ficta,
statements,provenance,item,KkB2M6Gx,,Bavarian State Library,
statements,keyword,item,Gx3B7DJH,,early music,
statements,keyword,item,YVdQHjKd,,choral music,
statements,keyword,item,ZMpsLcpT,,Cecilian Movement,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,instrumentation,item,nJY8Xxwz,,choir,
statements,agent,statement,nHfR4BAi,,Giovanni Pierluigi da Palestrina,YvQmwaaW||
statements,agent,statement,LQND7DE7,,Breitkopf & Härtel,7tdgMgre|4GU7NjmQ|1874
statements,agent,statement,muPeVVwX,,Theodor de Witt,6UPEJgTQ||
statements,agent,statement,ivLCrpn3,,Franz Espagne,6UPEJgTQ||
