category,faam_property,type,value,base_url,label
metadata,label,string,Nicola Francesco Haym,,
metadata,description,string,Italian composer and musician (1678-1729),,
metadata,aliases,string,Nicolas François Haym,,
metadata,aliases,string,Nikolaus Franz Haym,,
metadata,aliases,string,Nicola Giuseppe Aimo,,
metadata,aliases,string,Nicola Francesco Haym,,
metadata,qid,externalid,Q1986170,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,15995854,,
statements,VIAF ID,externalid,52469175,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30005420,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Haym,_Nicola_Francesco",https://imslp.org/wiki/,
statements,date of birth,date,1678-07-06,,
statements,date of death,date,1729-07-31,,
statements,instance of,item,aJeJBesD,,human
statements,occupation,item,5aTYuVxp,,composer
statements,occupation,item,BPsUV5WT,,librettist
statements,occupation,item,mxFoYAeg,,
statements,occupation,item,AZ2LgTJN,,
statements,occupation,item,mT6Jf8WQ,,
statements,occupation,item,jebdGEJX,,
statements,occupation,item,JJEmNCK7,,cellist
statements,sex or gender,item,ku2dT5kg,,male
statements,nationality,item,SmFy9S2n,,Kingdom of Italy
statements,place of birth,item,D7zj8y2m,,
statements,place of death,item,96rVh94r,,London
statements,instrument,item,2nFJpnZ8,,cello
statements,employer,item,hHte7ogN,,
