category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"Douze melodies italiennes : pour la flûte, avec accompagnement de piano: divisées en trois suites",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992753,,,
metadata,FAAM manifestation ID,id,KCG-000334547,,,
metadata,call number,string,A1461 (1); A1461 (2); A1461 (3),,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,GpNEm7nw,,engage pedal,
statements,editorial annotation,item,LQE77nqs,,release pedal,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,editorial annotation,item,iyfjpyT2,,octave sign,
statements,editorial annotation,item,j3tnVzW5,,diminuendo,
statements,editorial annotation,item,eSzqVmee,,crescendo,
statements,editorial annotation,item,kxAqh9HR,,tempo primo,
statements,editorial annotation,item,m9rNaSAR,,rallentando,
statements,editorial annotation,item,GKShCHKk,,fortepiano,
statements,editorial annotation,item,jLreunkg,,tenuto,
statements,editorial annotation,item,48ukXYmB,,articulation,
statements,editorial annotation,item,7TfyuFpZ,,turn,
statements,editorial annotation,item,93GDD9ND,,ornament,
statements,provenance,item,7jH33jwQ,,Library Royal Conservatoire Ghent,
statements,keyword,item,UM7y2NCo,,chamber music,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,keyword,item,7AXGCpck,,opera,
statements,keyword,item,jrkRKbbu,,canzonetta,
statements,keyword,item,YjEwcJzP,,duet,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,instrumentation,item,AdNoqEfD,,flute,
statements,musical work,item,5gwf9NzY,,12 Mélodies italiennes,
statements,agent,statement,bcZAc7AZ,,Felice Blangini,YvQmwaaW||
statements,agent,statement,JJ3szN4j,,Ferdinando Bertoni,YvQmwaaW||
statements,agent,statement,LLpPqfa8,,Wolfgang Amadeus Mozart,YvQmwaaW||
statements,agent,statement,e7AYMpZ2,,Nicola Vaccai,YvQmwaaW||
statements,agent,statement,Rnb5nj5c,,Peter Winter,YvQmwaaW||
statements,agent,statement,Zh2b6vBQ,,Gaetano Donizetti,YvQmwaaW||
statements,agent,statement,DDH7fEFM,,Anonymous,YvQmwaaW||
statements,agent,statement,PNsdjaKx,,Louis Lahou,7tdgMgre|4g8XzGFP|
statements,agent,statement,SfdhwsSz,,Charles Auguste de Bériot,YvQmwaaW||
