category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,3 Polkas sur le Motifs de Lady Henriette,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005428,,,
metadata,FAAM manifestation ID,id,ORP-20143702p46,,,
metadata,call number,string,KTS1 H.11.map.004,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,provenance,item,U7DY6oXy,,Orpheus Institute,
statements,keyword,item,7AXGCpck,,opera,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,hpHV6YiB,,Friedrich Burgmüller,6UPEJgTQ||
