category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Drittes Concert : (in G moll) für Pianoforte und Orchester : Opus 58,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992617,,,
metadata,FAAM manifestation ID,id,KCG-000740541,,,
metadata,call number,string,A-224,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,EqtAuzbH,,metronome mark,
statements,editorial annotation,item,QyAptNqX,,ritardando,
statements,editorial annotation,item,LBfWd2va,,espressivo,
statements,editorial annotation,item,E4rhHet3,,instrument call,
statements,editorial annotation,item,kxAqh9HR,,tempo primo,
statements,handwritten annotation,item,PprjdkHE,,vertical break,
statements,handwritten annotation,item,gb6MiJbD,,ink stamp,
statements,handwritten annotation,item,JwqBvu9Z,,fermata,
statements,handwritten annotation,item,HKyA3Qzz,,dynamic,
statements,handwritten annotation,item,7WfWytMV,,ritenuto,
statements,handwritten annotation,item,kxAqh9HR,,tempo primo,
statements,handwritten annotation,item,E4rhHet3,,instrument call,
statements,provenance,item,7jH33jwQ,,Library Royal Conservatoire Ghent,
statements,keyword,item,X8NxipyB,,concerto,
statements,keyword,item,iHeydB2F,,piano concerto,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,instrumentation,item,fTDkNCW3,,orchestra,
statements,musical work,item,GSGDAzGy,,"Piano Concerto No.3, Op.58/Op.60",
statements,agent,statement,WmRXBH5x,,Ignaz Moscheles,YvQmwaaW||
statements,agent,statement,DDH7fEFM,,Anonymous,AcFWzeQH|AYShtw7v|
statements,agent,statement,Azh9VZVx,,Gustav Heinze,7tdgMgre|4GU7NjmQ|
statements,agent,statement,KW3RZcDp,,Royal Conservatory of Ghent,9QaFAsRL|AYShtw7v|
