category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Douze études caractéristiques de concert. Op. 2,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005449,,,
metadata,FAAM manifestation ID,id,ORP-20143701p16,,,
metadata,call number,string,KTS1 H.11.map.005,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,note,html,Resource available on IMSLP: https://imslp.org/wiki/12_%C3%89tudes_caract%C3%A9ristiques%2C_Op.2_(Henselt%2C_Adolf_von),,,
statements,provenance,item,U7DY6oXy,,Orpheus Institute,
statements,keyword,item,NkfcVjHM,,music education,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,fY3iiCZh,,Adolf von Henselt,YvQmwaaW||
