category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"Symphonic fantasy : (based on an Easter Plainsong), op. 13",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992529,,,
metadata,FAAM manifestation ID,id,KCA-030903081898,,,
metadata,call number,string,UM-TO-PEETE-fanta13-1,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,editorial annotation,item,UJ57Ew5y,,musical phrasing,
statements,editorial annotation,item,iZiYk6VC,,organ stop,
statements,handwritten annotation,item,AXPMg3hj,,pedal keyboard,
statements,handwritten annotation,item,eNyFmkHC,,fingering,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,WgWRP5cq,,organ music,
statements,keyword,item,5CuESLMk,,fantasia,
statements,keyword,item,BdJHjaCE,,liturgical music,
statements,instrumentation,item,8cygiHEB,,organ,
statements,agent,statement,nPY6863Z,,Flor Peeters,YvQmwaaW||
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN||
statements,agent,statement,WPQvKy8d,,Novello & Co,7tdgMgre|4V2kvX5b|
