category,faam_property,type,value,base_url,label
metadata,label,string,Joseph Preindl,,
metadata,description,string,Austrian composer,,
metadata,aliases,string,Josef Preindl,,
metadata,qid,externalid,Q1662717,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,0,,
statements,VIAF ID,externalid,22964788,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30002591,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Preindl,_Joseph",https://imslp.org/wiki/,
statements,instance of,item,aJeJBesD,,human
statements,sex or gender,item,ku2dT5kg,,male
statements,instrument,item,8cygiHEB,,organ
